회사명,종목코드,사업연도,결산월,업종,업종별배당율,주식배당,액면가,기말주식수,주당배당금,배당성향,총배당금액,시가배당률
SCI평가정보,036120,2021,12,기타서비스,0.5,0,500,"35,500,000",0,0,0,0
SCI평가정보,036120,2020,12,기타서비스,0.48,0,500,"35,500,000",35,18.981,"1,210,581,050",0.800
SDN,099220,2021,12,유통,0.36,0,500,"53,169,438",0,0,0,0
SDN,099220,2020,12,유통,0.18,0,500,"48,178,714",0,0,0,0
SFA반도체,036540,2021,12,반도체,0.42,0,500,"164,460,303",0,0,0,0
SFA반도체,036540,2020,12,반도체,0.47,0,500,"164,460,303",0,0,0,0
SG,255220,2021,12,비금속,0.88,0,100,"41,340,267",0,0,0,0
SG,255220,2020,12,비금속,0.84,0,100,"36,720,027",0,0,0,0
SG&G,040610,2021,12,운송장비·부품,0.36,0,500,"34,087,196",0,0,0,0
SG&G,040610,2020,12,운송장비·부품,0.36,0,500,"34,087,196",0,0,0,0
SGA,049470,2021,12,소프트웨어,0.32,0,1000,"52,862,249",0,0,0,0
SGA,049470,2020,12,소프트웨어,0.56,0,1000,"48,812,249",0,0,0,0
SGA솔루션즈,184230,2021,12,소프트웨어,0.32,0,100,"46,175,806",0,0,0,0
SGA솔루션즈,184230,2020,12,소프트웨어,0.56,0,100,"36,676,033",0,0,0,0
SGC에너지,005090,2021,12,전기가스업,4.22,0,5000,"14,677,004",0,0,0,0
SGC에너지,005090,2020,12,전기가스업,0.35,0,5000,"14,677,004",1500,83.675,"21,934,666,500",4.100
SGC이테크건설,016250,2021,12,건설,1.48,0.3 / (2021012031),5000,"2,024,247",0,0,0,0
SGC이테크건설,016250,2020,12,건설,1.65,0.3 / (2020012031),5000,"1,581,383",1500,1.225,"2,214,322,500",2.000
SG글로벌,001380,2021,12,운수장비,1.02,0,500,"44,964,143",0,0,0,0
SG글로벌,001380,2020,12,운수장비,1.46,0,500,"44,964,143",0,0,0,0
SG세계물산,004060,2021,12,유통업,1.59,0,500,"202,424,960",0,0,0,0
SG세계물산,004060,2020,12,유통업,1.53,0,500,"202,424,960",0,0,0,0
SHD,001770,2021,12,철강금속,2.09,0,5000,"1,214,878",0,0,0,0
SHD,001770,2020,12,철강금속,2.73,0,5000,"1,214,878",100,24.844 *,"121,487,800",0.500
SH에너지화학,002360,2021,12,화학,1.1,0,500,"111,133,730",0,0,0,0
SH에너지화학,002360,2020,12,화학,0.94,0,500,"111,133,730",0,0,0,0
SIMPAC,009160,2021,12,기계,0.76,0,500,"65,429,516",0,0,0,0
SIMPAC,009160,2020,12,기계,1.23,0,500,"65,429,516",60,10.103,"3,449,177,520",2.500
SK,034730,2021,12,금융업,2.61,0,200,"74,149,329",0,0,0,0
SK,034730,2020,12,금융업,3.56,0,200,"70,360,297",7000,0292.585,"317,255,657,400",2.500
SK5호스팩,337450,2021,12,금융,1.34,0,100,"4,310,000",0,0,0,0
SK5호스팩,337450,2020,12,금융,1.04,0,100,"4,310,000",0,0,0,0
SK6호스팩,340350,2021,12,금융,1.34,0,100,"5,710,000",0,0,0,0
SK6호스팩,340350,2020,12,금융,1.04,0,100,"5,710,000",0,0,0,0
SKC,011790,2021,12,화학,1.1,0,5000,"37,868,298",0,0,0,0
SKC,011790,2020,12,화학,0.94,0,5000,"37,868,298",1000,48.561,"35,751,306,000",1.100
SK가스,018670,2021,12,유통업,1.59,0,5000,"9,230,244",0,0,0,0
SK가스,018670,2020,12,유통업,1.53,0,5000,"9,230,244",4000,13.529,"35,900,184,000",3.800
SK네트웍스,001740,2021,12,유통업,1.59,0,2500,"248,187,647",0,0,0,0
SK네트웍스,001740,2020,12,유통업,1.53,0,2500,"248,187,647",120,62.390,"26,236,680,665",2.500
SK디스커버리,006120,2021,12,금융업,2.61,0,5000,"19,037,855",0,0,0,0
SK디스커버리,006120,2020,12,금융업,3.56,0,5000,"19,037,855",1000,5.753,"20,450,555,400",1.500
SK디앤디,210980,2021,12,서비스업,0.43,0,1000,"22,190,164",0,0,0,0
SK디앤디,210980,2020,12,서비스업,0.68,0,1000,"18,990,164",600,25.273,"16,708,114,400",1.410
SK렌터카,068400,2021,12,서비스업,0.43,0,500,"47,285,840",0,0,0,0
SK렌터카,068400,2020,12,서비스업,0.68,0,500,"47,285,840",0,0,0,0
SK바이오사이언스,302440,2021,12,의약품,0.12,0,500,"76,500,000",0,0,0,0
SK바이오사이언스,302440,2020,12,0,0,0,0,0,0,0,0,0
SK스퀘어,402340,2021,12,금융업,2.61,0,100,"141,467,571",0,0,0,0
SK스퀘어,402340,2020,12,0,0,0,0,0,0,0,0,0
SK아이이테크놀로지,361610,2021,12,전기전자,2.7,0,1000,"71,297,592",0,0,0,0
SK아이이테크놀로지,361610,2020,12,0,0,0,0,0,0,0,0,0
SK이노베이션,096770,2021,12,화학,1.1,0,5000,"92,465,564",0,0,0,0
SK이노베이션,096770,2020,12,화학,0.94,0,5000,"92,465,564",0,0,0,0
SK증권,001510,2021,12,증권,3.64,0,500,"472,590,171",0,0,0,0
SK증권,001510,2020,12,증권,3.13,0,500,"472,590,171",10,35.690,"4,387,749,740",1.260
SK케미칼,285130,2021,12,화학,1.1,0,5000,"17,620,780",0,0,0,0
SK케미칼,285130,2020,12,화학,0.94,0,5000,"11,741,396",2000,10.249,"26,150,249,950",0.500
SK텔레콤,017670,2021,12,통신업,4.59,0,100,"218,833,144",0,0,0,0
SK텔레콤,017670,2020,12,통신업,3.81,0,500,"80,745,711",10000,47.655,"715,080,825,000",4.100
SK하이닉스,000660,2021,12,전기전자,2.7,0,5000,"728,002,365",0,0,0,0
SK하이닉스,000660,2020,12,전기전자,1.4,0,5000,"728,002,365",1170,16.816,"800,282,100,150",1.000
SM C&C,048550,2021,12,방송서비스,0.89,0,500,"95,516,120",0,0,0,0
SM C&C,048550,2020,12,방송서비스,1.4,0,500,"94,610,120",0,0,0,0
SM Life Design,063440,2021,12,출판·매체복제,0.32,0,500,"45,429,154",0,0,0,0
SM Life Design,063440,2020,12,출판·매체복제,0.31,0,500,"45,129,154",0,0,0,0
SNK,950180,2021,07,0,0,0,0,"21,061,800",0,0,0,0
SNK,950180,2020,07,0,0,0,0,"21,061,800",0,0,0,0
SNT모티브,064960,2021,12,운수장비,1.02,0,5000,"14,623,136",0,0,0,0
SNT모티브,064960,2020,12,운수장비,1.46,0,5000,"14,623,136",1600,40.422,"22,006,139,200",3.200
SNT에너지,100840,2021,12,기계,0.76,0,500,"7,506,711",0,0,0,0
SNT에너지,100840,2020,12,기계,1.23,0,500,"7,506,711",800,55.114,"5,394,600,000",5.100
SNT중공업,003570,2021,12,운수장비,1.02,0,2500,"33,252,697",0,0,0,0
SNT중공업,003570,2020,12,운수장비,1.46,0,2500,"33,252,697",300,88.506,"7,383,183,150",5.100
SNT홀딩스,036530,2021,12,금융업,2.61,0,500,"16,303,886",0,0,0,0
SNT홀딩스,036530,2020,12,금융업,3.56,0,500,"16,303,886",650,12.337,"9,608,855,050",3.600
SPC삼립,005610,2021,12,음식료품,1.34,0,5000,"8,629,009",0,0,0,0
SPC삼립,005610,2020,12,음식료품,1.16,0,5000,"8,629,009",1104,047.661,"5,900,415,792",1.600
STX,011810,2021,12,유통업,1.59,0,2500,"28,621,454",0,0,0,0
STX,011810,2020,12,유통업,1.53,0,2500,"19,726,902",0,0,0,0
STX엔진,077970,2021,12,기계,0.76,0,2500,"23,008,904",0,0,0,0
STX엔진,077970,2020,12,기계,1.23,0,2500,"23,008,904",0,0,0,0
STX중공업,071970,2021,12,기계,0.76,0,2500,"28,365,976",0,0,0,0
STX중공업,071970,2020,12,기계,1.23,0,2500,"28,365,976",0,0,0,0
SUN&L,002820,2021,12,종이목재,1.49,0,1000,"12,607,989",0,0,0,0
SUN&L,002820,2020,12,종이목재,1.96,0,1000,"12,607,989",0,0,0,0
SV인베스트먼트,289080,2021,03,금융,0.78,0,500,"53,234,000",50,30.015,"2,661,700,000",1.080
SV인베스트먼트,289080,2020,03,금융,1.38,0,500,"53,234,000",30,066.404,"1,597,020,000",1.030
TCC스틸,002710,2021,12,철강금속,2.09,0,1000,"23,500,000",0,0,0,0
TCC스틸,002710,2020,12,철강금속,2.73,0.0220324 / (2020012031),1000,"23,000,000",15,020.178,"340,407,315",0.200
THE E&M,089230,2021,12,인터넷,0.89,0,100,"173,450,191",0,0,0,0
THE E&M,089230,2020,12,인터넷,0.69,0,100,"149,256,665",0,0,0,0
THE MIDONG,161570,2021,12,정보기기,0.73,0,500,"15,582,830",0,0,0,0
THE MIDONG,161570,2020,12,정보기기,0.9,0,500,"13,791,786",0,0,0,0
THQ,192410,2021,12,통신장비,0.28,0,500,"28,929,899",0,0,0,0
THQ,192410,2020,12,통신장비,0.28,0,500,"26,903,874",0,0,0,0
TJ미디어,032540,2021,12,일반전기전자,0.23,0,500,"13,931,609",0,0,0,0
TJ미디어,032540,2020,12,일반전기전자,0.36,0,500,"13,931,609",0,0,0,0
TPC,048770,2021,12,기계·장비,0.53,0,500,"14,773,572",0,0,0,0
TPC,048770,2020,12,기계·장비,0.53,0,500,"13,480,276",35,11.405,"471,809,660",0.900
TS인베스트먼트,246690,2021,12,금융,1.34,0,500,"39,125,879",0,0,0,0
TS인베스트먼트,246690,2020,12,금융,1.04,0,500,"24,324,534",25,7.813,"608,113,350",0.740
TS트릴리온,317240,2021,12,화학,0.41,0,100,"92,679,035",0,0,0,0
TS트릴리온,317240,2020,12,화학,0.51,0,100,"50,454,511",10,022.115,"498,684,700",0.390
TYM,002900,2021,12,기계,0.76,0,500,"151,529,572",0,0,0,0
TYM,002900,2020,12,기계,1.23,0,500,"126,004,610",0,0,0,0
UCI,038340,2021,12,기타서비스,0.5,0,500,"12,465,789",0,0,0,0
UCI,038340,2020,12,기타서비스,0.48,0,500,"37,397,367",0,0,0,0
WI,073570,2021,12,기타제조,0.64,0,100,"80,904,873",0,0,0,0
WI,073570,2020,12,반도체,0.47,0,100,"75,840,849",0,0,0,0
WISCOM,024070,2021,12,화학,1.1,0,500,"15,326,438",0,0,0,0
WISCOM,024070,2020,12,화학,0.94,0,500,"15,326,438",50,076.556,"766,321,900",1.900
YBM넷,057030,2021,12,기타서비스,0.5,0,500,"16,312,697",0,0,0,0
YBM넷,057030,2020,12,기타서비스,0.48,0,500,"16,312,697",0,0,0,0
YG PLUS,037270,2021,12,서비스업,0.43,0,500,"63,429,410",0,0,0,0
YG PLUS,037270,2020,12,서비스업,0.68,0,500,"59,496,045",0,0,0,0
YTN,040300,2021,12,방송서비스,0.89,0,1000,"42,000,000",0,0,0,0
YTN,040300,2020,12,방송서비스,1.4,0,1000,"42,000,000",30,15.752,"1,260,000,000",1.000
YW,051390,2021,12,유통,0.36,0,500,"11,355,368",0,0,0,0
YW,051390,2020,12,유통,0.18,0,500,"11,355,368",100,26.345,"861,206,800",2.500
iMBC,052220,2021,12,디지털컨텐츠,0.1,0,500,"23,000,000",0,0,0,0
iMBC,052220,2020,12,디지털컨텐츠,0.2,0,500,"23,000,000",0,0,0,0
가비아,079940,2021,12,인터넷,0.89,0,500,"13,535,684",0,0,0,0
가비아,079940,2020,12,인터넷,0.69,0,500,"13,535,684",60,3.293,"782,119,080",0.470
가온미디어,078890,2021,12,통신장비,0.28,0.02 / (2021012031),500,"15,851,946",0,0,0,0
가온미디어,078890,2020,12,통신장비,0.28,0.02 / (2020012031),500,"15,074,293",50,36.071,"720,338,000",0.800
가온전선,000500,2021,12,전기전자,2.7,0,5000,"4,160,347",0,0,0,0
가온전선,000500,2020,12,전기전자,1.4,0,5000,"4,160,347",600,24.812,"2,358,629,400",2.740
감성코퍼레이션,036620,2021,12,유통,0.36,0,500,"78,155,673",0,0,0,0
감성코퍼레이션,036620,2020,12,유통,0.18,0,500,"69,111,364",0,0,0,0
강남제비스코,000860,2021,12,화학,1.1,0,1000,"6,500,000",0,0,0,0
강남제비스코,000860,2020,12,화학,0.94,0,1000,"6,500,000",500,12.965,"3,250,000,000",2.400
강스템바이오텍,217730,2021,12,제약,0.3,0,500,"37,937,925",0,0,0,0
강스템바이오텍,217730,2020,12,제약,0.2,0,500,"24,836,666",0,0,0,0
강원랜드,035250,2021,12,서비스업,0.43,0,500,"213,940,500",0,0,0,0
강원랜드,035250,2020,12,서비스업,0.68,0,500,"213,940,500",0,0.000,0,0
강원에너지,114190,2021,12,금속,0.87,0,500,"26,123,038",0,0,0,0
강원에너지,114190,2020,12,금속,0.99,0,500,"18,154,911",0,0,0,0
갤럭시아머니트리,094480,2021,12,소프트웨어,0.32,0,500,"39,229,838",0,0,0,0
갤럭시아머니트리,094480,2020,12,소프트웨어,0.56,0,500,"39,229,838",55,46.445,"2,084,006,760",1.500
갤럭시아에스엠,011420,2021,12,서비스업,0.43,0,500,"27,549,644",0,0,0,0
갤럭시아에스엠,011420,2020,12,서비스업,0.68,0,500,"27,549,644",0,0,0,0
경남스틸,039240,2021,12,금속,0.87,0,100,"25,000,000",0,0,0,0
경남스틸,039240,2020,12,금속,0.99,0,100,"25,000,000",100,84.005 *,"2,500,000,000",5.200
경남제약,053950,2021,12,제약,0.3,0,500,"20,049,565",0,0,0,0
경남제약,053950,2020,12,제약,0.2,0,500,"17,442,567",0,0,0,0
경남제약헬스케어,223310,2021,12,소프트웨어,0.32,0,100,"13,333,506",0,0,0,0
경남제약헬스케어,223310,2020,12,소프트웨어,0.56,0,100,"11,396,461",0,0,0,0
경농,002100,2021,12,화학,1.1,0,500,"19,522,575",0,0,0,0
경농,002100,2020,12,화학,0.94,0,500,"21,691,750",250,33.593,"4,466,162,500",2.100
경동나비엔,009450,2021,12,전기전자,2.7,0,1000,"14,568,592",0,0,0,0
경동나비엔,009450,2020,12,전기전자,1.4,0,1000,"13,604,730",350,11.339,"4,721,174,500",0.670
경동도시가스,267290,2021,12,전기가스업,4.22,0,2500,"5,895,406",0,0,0,0
경동도시가스,267290,2020,12,전기가스업,0.35,0,2500,"5,895,406",875,27.103,"5,154,123,625",4.600
경동인베스트,012320,2021,12,금융업,2.61,0,5000,"2,365,023",0,0,0,0
경동인베스트,012320,2020,12,금융업,3.56,0,5000,"2,365,023",500,6.614,"1,090,176,000",1.600
경동제약,011040,2021,12,제약,0.3,0,500,"30,768,766",0,0,0,0
경동제약,011040,2020,12,제약,0.2,0,500,"30,768,766",500,104.357,"13,433,883,400",4.400
경방,000050,2021,12,유통업,1.59,0,500,"27,415,270",0,0,0,0
경방,000050,2020,12,유통업,1.53,0,500,"27,415,270",125,24.967,"3,251,908,750",1.040
경보제약,214390,2021,12,의약품,0.12,0,500,"23,906,860",0,0,0,0
경보제약,214390,2020,12,의약품,0.11,0,500,"23,906,860",100,25.422 *,"2,390,686,000",0.600
경인양행,012610,2021,12,화학,1.1,0,500,"41,576,365",0,0,0,0
경인양행,012610,2020,12,화학,0.94,0,500,"41,276,365",50,027.154,"2,058,838,250",0.700
경인전자,009140,2021,12,전기전자,2.7,0,5000,"1,570,797",0,0,0,0
경인전자,009140,2020,12,전기전자,1.4,0,5000,"1,570,797",250,24.082,"325,346,750",1.000
경창산업,024910,2021,12,운송장비·부품,0.36,0,500,"35,819,005",0,0,0,0
경창산업,024910,2020,12,운송장비·부품,0.36,0,500,"35,819,005",0,0,0,0
계룡건설산업,013580,2021,12,건설업,1.63,0,5000,"8,930,907",0,0,0,0
계룡건설산업,013580,2020,12,건설업,1.86,0,5000,"8,930,907",600,5.570,"5,314,678,200",2.200
계양전기,012200,2021,12,기계,0.76,0,500,"32,600,000",0,0,0,0
계양전기,012200,2020,12,기계,1.23,0,500,"32,600,000",35,11.981,"1,197,000,000",0.800
고려산업,002140,2021,12,음식료품,1.34,0,1000,"24,939,425",0,0,0,0
고려산업,002140,2020,12,음식료품,1.16,0,1000,"24,939,425",35,12.762,"863,499,700",0.900
고려시멘트,198440,2021,12,비금속,0.88,0,100,"31,979,960",0,0,0,0
고려시멘트,198440,2020,12,비금속,0.84,0,100,"31,979,960",15,10.792 *,"479,699,400",0
고려신용정보,049720,2021,12,기타서비스,0.5,0,500,"14,300,000",0,0,0,0
고려신용정보,049720,2020,12,기타서비스,0.48,0,500,"14,300,000",275,37.140,"3,822,848,150",4.400
고려아연,010130,2021,12,철강금속,2.09,0,5000,"18,870,000",0,0,0,0
고려아연,010130,2020,12,철강금속,2.73,0,5000,"18,870,000",15000,46.120,"265,113,600,000",3.600
고려제강,002240,2021,12,철강금속,2.09,0,1000,"23,000,000",0,0,0,0
고려제강,002240,2020,12,철강금속,2.73,0,1000,"20,000,000",300,220.041,"5,998,315,200",1.800
고려제약,014570,2021,12,제약,0.3,0,500,"11,000,000",0,0,0,0
고려제약,014570,2020,12,제약,0.2,0,500,"11,000,000",150,22.205 *,"1,634,320,800",1.410
고바이오랩,348150,2021,12,기타서비스,0.5,0,500,"16,270,559",0,0,0,0
고바이오랩,348150,2020,12,기타서비스,0.48,0,500,"15,518,506",0,0,0,0
고영,098460,2021,12,기계·장비,0.53,0,100,"68,654,755",0,0,0,0
고영,098460,2020,12,기계·장비,0.53,0,500,"13,730,951",550,81.171,"7,436,040,150",0.600
골드앤에스,035290,2021,12,출판·매체복제,0.32,0,500,"36,223,910",0,0,0,0
골드앤에스,035290,2020,12,출판·매체복제,0.31,0,500,"2,570,137",0,0,0,0
골드퍼시픽,038530,2021,12,유통,0.36,0,500,"83,267,529",0,0,0,0
골드퍼시픽,038530,2020,12,유통,0.18,0,500,"66,197,245",0,0,0,0
골든센츄리,900280,2021,12,0,0,0,0,"176,573,591",0,0,0,0
골든센츄리,900280,2020,12,0,0,0,0,"158,780,000",3,2.193,"476,340,000",0.900
골프존,215000,2021,12,소프트웨어,0.32,0,500,"6,275,415",0,0,0,0
골프존,215000,2020,12,소프트웨어,0.56,0,500,"6,275,415",2500,41.820,"15,681,175,000",3.600
골프존뉴딘홀딩스,121440,2021,12,유통,0.36,0,500,"42,836,818",0,0,0,0
골프존뉴딘홀딩스,121440,2020,12,유통,0.18,0,500,"42,836,818",117,17.565,"5,002,826,634",2.100
골프존데카,183410,2021,12,0,0,0,500,"4,111,161",0,0,0,0
골프존데카,183410,2020,12,0,0,0,500,"4,111,161",0,0,0,0
관악산업,076340,2021,12,0,0,0,500,"4,871,460",0,0,0,0
관악산업,076340,2020,12,0,0,0,500,"4,871,460",100,9.162,"486,961,100",1.600
광동제약,009290,2021,12,의약품,0.12,0,1000,"52,420,851",0,0,0,0
광동제약,009290,2020,12,의약품,0.11,0,1000,"52,420,851",100,9.009,"4,108,061,200",0.980
광림,014200,2021,12,운송장비·부품,0.36,0,500,"74,564,624",0,0,0,0
광림,014200,2020,12,운송장비·부품,0.36,0,500,"52,922,234",0,0,0,0
광명전기,017040,2021,12,전기전자,2.7,0,500,"43,337,615",0,0,0,0
광명전기,017040,2020,12,전기전자,1.4,0,500,"43,337,615",15,14.350,"650,064,225",0.760
광전자,017900,2021,12,전기전자,2.7,0,500,"57,943,763",0,0,0,0
광전자,017900,2020,12,전기전자,1.4,0,500,"57,943,763",0,0,0,0
광주신세계,037710,2021,12,유통업,1.59,0,5000,"1,600,000",0,0,0,0
광주신세계,037710,2020,12,유통업,1.53,0,5000,"1,600,000",3500,12.906 *,"5,570,033,000",2.280
광진실업,026910,2021,12,금속,0.87,0,500,"6,405,405",0,0,0,0
광진실업,026910,2020,12,금속,0.99,0,500,"6,405,405",0,0,0,0
광진윈텍,090150,2021,12,운송장비·부품,0.36,0.1 / (2021012031),500,"17,358,393",0,0,0,0
광진윈텍,090150,2020,12,운송장비·부품,0.36,0,500,"9,658,393",120,53.356,"1,084,191,360",2.900
교보10호기업인수목적,355150,2021,12,금융,1.34,0,100,"5,320,000",0,0,0,0
교보10호기업인수목적,355150,2020,12,금융,1.04,0,100,"5,320,000",0,0,0,0
교보11호스팩,397880,2021,12,금융,1.34,0,100,"4,440,000",0,0,0,0
교보11호스팩,397880,2020,12,0,0,0,0,0,0,0,0,0
교보9호스팩,331520,2021,12,금융,1.34,0,100,"3,880,000",0,0,0,0
교보9호스팩,331520,2020,12,금융,1.04,0,100,"3,880,000",0,0,0,0
교보증권,030610,2021,12,증권,3.64,0,5000,"64,653,296",0,0,0,0
교보증권,030610,2020,12,증권,3.13,0,5000,"64,653,296",450,20.699,"21,516,048,750",5.740
교촌에프앤비,339770,2021,12,유통업,1.59,0,500,"24,982,540",0,0,0,0
교촌에프앤비,339770,2020,12,유통업,1.53,0,500,"24,982,540",200,20.959,"4,996,508,000",1.000
구영테크,053270,2021,12,운송장비·부품,0.36,0,500,"26,394,174",0,0,0,0
구영테크,053270,2020,12,운송장비·부품,0.36,0,500,"26,394,174",30,101.834,"740,336,340",1.870
국도화학,007690,2021,12,화학,1.1,0,5000,"9,010,616",0,0,0,0
국도화학,007690,2020,12,화학,0.94,0,5000,"5,810,616",1200,21.241,"6,535,592,400",2.200
국동,005320,2021,12,유통업,1.59,0,500,"54,673,238",0,0,0,0
국동,005320,2020,12,유통업,1.53,0,500,"38,813,146",50,12.082,"1,931,489,550",1.190
국보,001140,2021,12,운수창고업,0.4,0,500,"64,530,543",0,0,0,0
국보,001140,2020,12,운수창고업,0.57,0,500,"49,376,445",0,0,0,0
국보디자인,066620,2021,12,건설,1.48,0,500,"7,500,000",0,0,0,0
국보디자인,066620,2020,12,건설,1.65,0,500,"7,500,000",320,11.961,"2,199,259,520",1.840
국순당,043650,2021,12,음식료·담배,0.86,0,500,"17,858,304",0,0,0,0
국순당,043650,2020,12,음식료·담배,0.82,0,500,"17,858,304",160,13.495,"2,518,474,560",2.820
국영지앤엠,006050,2021,12,비금속,0.88,0,500,"34,895,243",0,0,0,0
국영지앤엠,006050,2020,12,비금속,0.84,0,500,"34,895,243",0,0,0,0
국일신동,060480,2021,12,금속,0.87,0,500,"11,090,000",0,0,0,0
국일신동,060480,2020,12,금속,0.99,0,500,"11,090,000",30,353.936 *,"332,700,000",0.800
국일제지,078130,2021,12,종이·목재,0.2,0,100,"127,617,473",0,0,0,0
국일제지,078130,2020,12,종이·목재,0.4,0,100,"126,348,384",0,0,0,0
국전약품,307750,2021,12,제약,0.3,0,100,"49,069,269",0,0,0,0
국전약품,307750,2020,12,제약,0.2,0,100,"38,538,019",0,0,0,0
국제약품,002720,2021,12,의약품,0.12,0,1000,"19,276,090",0,0,0,0
국제약품,002720,2020,12,의약품,0.11,0,1000,"18,400,520",0,0,0,0
굿센,243870,2021,12,0,0,0,500,"2,583,805",0,0,0,0
굿센,243870,2020,12,0,0,0,500,"1,457,951",0,0,0,0
그리티,204020,2021,12,섬유·의류,0.7,0,500,"20,147,430",0,0,0,0
그리티,204020,2020,12,섬유·의류,0.56,0,500,"20,147,430",30,68.142,"570,349,710",1.000
그린케미칼,083420,2021,12,화학,1.1,0,500,"24,000,000",0,0,0,0
그린케미칼,083420,2020,12,화학,0.94,0,500,"24,000,000",210,47.365 *,"4,897,561,410",2.200
그린플러스,186230,2021,12,금속,0.87,0,500,"10,820,188",0,0,0,0
그린플러스,186230,2020,12,금속,0.99,0,500,"9,607,742",0,0,0,0
극동유화,014530,2021,12,화학,1.1,0,500,"34,869,420",0,0,0,0
극동유화,014530,2020,12,화학,0.94,0,500,"34,869,420",140,65.724,"4,713,718,800",3.900
글로벌에스엠,900070,2021,12,0,0,0,0,"53,743,968",0,0,0,0
글로벌에스엠,900070,2020,12,0,0,0,0,"53,743,968",0,0,0,0
글로벌텍스프리,204620,2021,12,금융,1.34,0,500,"48,736,691",0,0,0,0
글로벌텍스프리,204620,2020,12,금융,1.04,0,500,"38,795,339",0,0,0,0
글로본,019660,2021,12,유통,0.36,0,500,"32,911,248",0,0,0,0
글로본,019660,2020,12,유통,0.18,0,500,"30,202,538",0,0,0,0
금강공업,014280,2021,12,철강금속,2.09,0,1000,"29,329,357",0,0,0,0
금강공업,014280,2020,12,철강금속,2.73,0,1000,"26,236,514",40,43.369,"996,621,390",0.800
금강철강,053260,2021,12,금속,0.87,0,500,"18,720,000",0,0,0,0
금강철강,053260,2020,12,금속,0.99,0,500,"18,720,000",100,56.933,"1,620,299,600",2.900
금비,008870,2021,09,비금속광물,1.61,0,5000,"1,000,000",1600,25.072,"1,295,200,000",2.220
금비,008870,2020,09,비금속광물,2.78,0,5000,"1,000,000",1300,029.087,"1,052,350,000",2.300
금양,001570,2021,12,화학,1.1,0,500,"48,806,004",0,0,0,0
금양,001570,2020,12,화학,0.94,0,500,"44,048,135",0,0,0,0
금호건설,002990,2021,12,건설업,1.63,0,5000,"36,633,924",0,0,0,0
금호건설,002990,2020,12,건설업,1.86,0,5000,"36,633,924",500,67.920,"17,947,254,000",5.400
금호석유화학,011780,2021,12,화학,1.1,0,5000,"30,467,691",0,0,0,0
금호석유화학,011780,2020,12,화학,0.94,0,5000,"30,467,691",4200,19.865,"115,812,090,900",3.000
금호에이치티,214330,2021,12,운수장비,1.02,0,500,"196,541,594",0,0,0,0
금호에이치티,214330,2020,12,운수장비,1.46,0,500,"116,213,148",0,0,0,0
금호전기,001210,2021,12,전기전자,2.7,0,500,"19,639,258",0,0,0,0
금호전기,001210,2020,12,전기전자,1.4,0,500,"11,981,820",0,0,0,0
